"TIME","GEO","GEO_LABEL","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"1995","DE1","Baden-Württemberg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE11","Stuttgart","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE12","Karlsruhe","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE13","Freiburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE14","Tübingen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE2","Bayern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE21","Oberbayern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE22","Niederbayern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE23","Oberpfalz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE24","Oberfranken","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE25","Mittelfranken","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE26","Unterfranken","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE27","Schwaben","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE3","Berlin","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE30","Berlin","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE4","Brandenburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE40","Brandenburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE5","Bremen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE50","Bremen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE6","Hamburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE60","Hamburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE7","Hessen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE71","Darmstadt","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE72","Gießen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE73","Kassel","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE8","Mecklenburg-Vorpommern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE80","Mecklenburg-Vorpommern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE9","Niedersachsen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE91","Braunschweig","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE92","Hannover","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE93","Lüneburg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DE94","Weser-Ems","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEA","Nordrhein-Westfalen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEA1","Düsseldorf","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEA2","Köln","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEA3","Münster","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEA4","Detmold","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEA5","Arnsberg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEB","Rheinland-Pfalz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEB1","Koblenz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEB2","Trier","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEB3","Rheinhessen-Pfalz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEC","Saarland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEC0","Saarland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DED","Sachsen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DED2","Dresden","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DED4","Chemnitz","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DED5","Leipzig","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEE","Sachsen-Anhalt","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEE0","Sachsen-Anhalt","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEF","Schleswig-Holstein","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEF0","Schleswig-Holstein","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEG","Thüringen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","DEG0","Thüringen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EE","Estonia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","4,251.22",""
"1995","EE0","Eesti","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","4,251.22",""
"1995","EE00","Eesti","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","4,251.22",""
"1995","IE","Ireland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","IE0","Éire/Ireland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","IE04","Northern and Western","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","IE05","Southern","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","IE06","Eastern and Midland","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL","Greece","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL5","Voreia Ellada","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL51","Anatoliki Makedonia, Thraki","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL52","Kentriki Makedonia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL53","Dytiki Makedonia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL54","Ipeiros","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL6","Kentriki Ellada","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL61","Thessalia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL62","Ionia Nisia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL63","Dytiki Ellada","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL64","Sterea Ellada","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL65","Peloponnisos","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL3","Attiki","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL30","Attiki","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL4","Nisia Aigaiou, Kriti","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL41","Voreio Aigaio","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL42","Notio Aigaio","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","EL43","Kriti","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES","Spain","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES1","Noroeste (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES11","Galicia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES12","Principado de Asturias","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES13","Cantabria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES2","Noreste (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES21","País Vasco","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES22","Comunidad Foral de Navarra","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES23","La Rioja","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES24","Aragón","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES3","Comunidad de Madrid","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES30","Comunidad de Madrid","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES4","Centro (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES41","Castilla y León","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES42","Castilla-la Mancha","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES43","Extremadura","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES5","Este (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES51","Cataluña","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES52","Comunidad Valenciana","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES53","Illes Balears","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES6","Sur (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES61","Andalucía","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES62","Región de Murcia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES63","Ciudad Autónoma de Ceuta (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES64","Ciudad Autónoma de Melilla (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES7","Canarias (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ES70","Canarias (ES)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ESZ","Extra-Regio NUTS 1","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","ESZZ","Extra-Regio NUTS 2","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FR","France","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FR1","Île de France","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FR10","Île de France","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRB","Centre - Val de Loire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRB0","Centre - Val de Loire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRC","Bourgogne - Franche-Comté","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRC1","Bourgogne","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRC2","Franche-Comté","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRD","Normandie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRD1","Basse-Normandie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRD2","Haute-Normandie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRE","Nord-Pas-de-Calais - Picardie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRE1","Nord-Pas-de-Calais","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRE2","Picardie","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRF","Alsace - Champagne-Ardenne - Lorraine","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRF1","Alsace","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRF2","Champagne-Ardenne","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRF3","Lorraine","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRG","Pays-de-la-Loire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRG0","Pays-de-la-Loire","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRH","Bretagne","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRH0","Bretagne","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRI","Aquitaine - Limousin - Poitou-Charentes","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRI1","Aquitaine","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRI2","Limousin","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRI3","Poitou-Charentes","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRJ","Languedoc-Roussillon - Midi-Pyrénées","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRJ1","Languedoc-Roussillon","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRJ2","Midi-Pyrénées","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRK","Auvergne - Rhône-Alpes","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRK1","Auvergne","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRK2","Rhône-Alpes","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRL","Provence-Alpes-Côte d'Azur","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRL0","Provence-Alpes-Côte d'Azur","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRM","Corse","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRM0","Corse","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRY","RUP FR - Régions ultrapériphériques françaises","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRY1","Guadeloupe","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRY2","Martinique","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRY3","Guyane","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRY4","La Réunion","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRY5","Mayotte","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRZ","Extra-Regio NUTS 1","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","FRZZ","Extra-Regio NUTS 2","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HR","Croatia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HR0","Hrvatska","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HR03","Jadranska Hrvatska","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HR04","Kontinentalna Hrvatska","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","IT","Italy","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","830,809.28",""
"1995","ITC","Nord-Ovest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","272,173.66",""
"1995","ITC1","Piemonte","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","72,942.05",""
"1995","ITC2","Valle d'Aosta/Vallée d'Aoste","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","2,127.48",""
"1995","ITC3","Liguria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","25,729.16",""
"1995","ITC4","Lombardia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","171,374.96",""
"1995","ITH","Nord-Est","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","185,047.61",""
"1995","ITH1","Provincia Autonoma di Bolzano/Bozen","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","9,142.74",""
"1995","ITH2","Provincia Autonoma di Trento","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","8,628.53",""
"1995","ITH3","Veneto","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","72,269.93",""
"1995","ITH4","Friuli-Venezia Giulia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","19,357.53",""
"1995","ITH5","Emilia-Romagna","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","75,648.88",""
"1995","ITI","Centro (IT)","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","172,745.59",""
"1995","ITI1","Toscana","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","55,968.84",""
"1995","ITI2","Umbria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","11,971.36",""
"1995","ITI3","Marche","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","20,231",""
"1995","ITI4","Lazio","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","84,574.49",""
"1995","ITF","Sud","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","138,880.5",""
"1995","ITF1","Abruzzo","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","15,705.86",""
"1995","ITF2","Molise","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","3,309.57",""
"1995","ITF3","Campania","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","57,063.98",""
"1995","ITF4","Puglia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","39,466.3",""
"1995","ITF5","Basilicata","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","5,685.1",""
"1995","ITF6","Calabria","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","17,649.68",""
"1995","ITG","Isole","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","61,961.83",""
"1995","ITG1","Sicilia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","45,834.86",""
"1995","ITG2","Sardegna","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","16,126.97",""
"1995","ITZZ","Extra-Regio NUTS 2","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","0",""
"1995","CY","Cyprus","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","CY0","Kypros","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","CY00","Kypros","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LV","Latvia","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LV0","Latvija","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LV00","Latvija","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LT","Lithuania","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LT0","Lietuva","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LT01","Sostines regionas","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LT02","Vidurio ir vakaru Lietuvos regionas","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","LU","Luxembourg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","7,148.94",""
"1995","LU0","Luxembourg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","7,148.94",""
"1995","LU00","Luxembourg","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net","7,148.94",""
"1995","HU","Hungary","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HU1","Közép-Magyarország","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HU11","Budapest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HU12","Pest","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
"1995","HU2","Dunántúl","Million purchasing power standards (PPS)","Balance","Balance of primary incomes/National income, net",":",""
