TIME,TIME_LABEL,GEO,GEO_LABEL,SEX,AGE,UNIT,Value,Flag and Footnotes
2009,2009,ITI2,Umbria,Total,Total,Number,875261,
2014,2014,NO05,Vestlandet,Total,Total,Number,875475,
1999,1999,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,875900,
1993,1993,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,876700,
2005,2005,UKD6,Cheshire,Total,Total,Number,877286,
1998,1998,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,877300,
2002,2002,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,877984,
1997,1997,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,879100,
1991,1991,NO01,Oslo og Akershus,Total,Total,Number,879758,
2010,2010,ITI2,Umbria,Total,Total,Number,880202,
1994,1994,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,880500,
2003,2003,NO03,Sør-Østlandet,Total,Total,Number,880519,
1996,1996,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,881100,
2009,2009,BG31,Severozapaden,Total,Total,Number,881573,
2006,2006,UKD6,Cheshire,Total,Total,Number,882454,
1995,1995,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,882800,
2012,2012,ITI2,Umbria,Total,Total,Number,883215,
2003,2003,ES53,Illes Balears,Total,Total,Number,883409,
2003,2003,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,883649,
2011,2011,ITI2,Umbria,Total,Total,Number,884010,
2015,2015,NO05,Vestlandet,Total,Total,Number,884316,
2004,2004,NO03,Sør-Østlandet,Total,Total,Number,884603,
2018,2018,ITI2,Umbria,Total,Total,Number,884640,
2009,2009,BG32,Severen tsentralen,Total,Total,Number,884857,
2013,2013,ITI2,Umbria,Total,Total,Number,886239,
2018,2018,HU23,Dél-Dunántúl,Total,Total,Number,886840,
2007,2007,UKD6,Cheshire,Total,Total,Number,887944,
2018,2018,AL03,Jug,Total,Total,Number,887987,
1992,1992,NO01,Oslo og Akershus,Total,Total,Number,888881,
2017,2017,ITI2,Umbria,Total,Total,Number,888908,
2005,2005,NO03,Sør-Østlandet,Total,Total,Number,889058,
2016,2016,NO05,Vestlandet,Total,Total,Number,890719,
2004,2004,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,890940,
2016,2016,ITI2,Umbria,Total,Total,Number,891181,
2008,2008,UKD6,Cheshire,Total,Total,Number,892773,
2006,2006,NO03,Sør-Østlandet,Total,Total,Number,893858,
2017,2017,HU23,Dél-Dunántúl,Total,Total,Number,894223,
2015,2015,ITI2,Umbria,Total,Total,Number,894762,
2009,2009,UKD6,Cheshire,Total,Total,Number,895916,
2017,2017,NO05,Vestlandet,Total,Total,Number,896503,
2014,2014,ITI2,Umbria,Total,Total,Number,896742,
2008,2008,BG32,Severen tsentralen,Total,Total,Number,897075,
2005,2005,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,897815,
2008,2008,BG31,Severozapaden,Total,Total,Number,898371,
1993,1993,NO01,Oslo og Akershus,Total,Total,Number,898389,
2010,2010,UKD6,Cheshire,Total,Total,Number,898513,
2018,2018,NO05,Vestlandet,Total,Total,Number,899627,
2007,2007,NO03,Sør-Østlandet,Total,Total,Number,900152,
2016,2016,HU23,Dél-Dunántúl,Total,Total,Number,900868,
2011,2011,UKD6,Cheshire,Total,Total,Number,901375,
2006,2006,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,902286,
2017,2017,AL03,Jug,Total,Total,Number,903504,
2012,2012,UKD6,Cheshire,Total,Total,Number,904677,
2007,2007,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,905900,
1994,1994,NO01,Oslo og Akershus,Total,Total,Number,907376,
2013,2013,UKD6,Cheshire,Total,Total,Number,907796,
2015,2015,HU23,Dél-Dunántúl,Total,Total,Number,909130,
2008,2008,NO03,Sør-Østlandet,Total,Total,Number,909842,
2007,2007,BG32,Severen tsentralen,Total,Total,Number,909962,
2008,2008,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,910195,
2014,2014,UKD6,Cheshire,Total,Total,Number,911368,
2009,2009,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,912723,
2004,2004,ES53,Illes Balears,Total,Total,Number,912965,
2010,2010,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,914144,
2015,2015,UKD6,Cheshire,Total,Total,Number,915471,
2007,2007,BG31,Severozapaden,Total,Total,Number,916308,
2011,2011,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,916612,
2014,2014,HU23,Dél-Dunántúl,Total,Total,Number,917492,
1995,1995,NO01,Oslo og Akershus,Total,Total,Number,917852,
1991,1991,CH03,Nordwestschweiz,Total,Total,Number,918179,
2012,2012,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,919564,
2016,2016,UKD6,Cheshire,Total,Total,Number,919711,
2009,2009,NO03,Sør-Østlandet,Total,Total,Number,919900,
2008,2008,SI04,Zahodna Slovenija,Total,Total,Number,920512,b
2013,2013,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,921510,
2014,2014,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,922928,
2006,2006,BG32,Severen tsentralen,Total,Total,Number,923643,
2017,2017,UKD6,Cheshire,Total,Total,Number,924261,
2015,2015,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,924558,
2013,2013,HU23,Dél-Dunántúl,Total,Total,Number,925180,
2016,2016,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,926818,
2016,2016,AL03,Jug,Total,Total,Number,927405,
2018,2018,UKD6,Cheshire,Total,Total,Number,927799,
1996,1996,NO01,Oslo og Akershus,Total,Total,Number,928587,
2010,2010,NO03,Sør-Østlandet,Total,Total,Number,928852,
2017,2017,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,929189,
2018,2018,UKE1,East Yorkshire and Northern Lincolnshire,Total,Total,Number,931065,
2012,2012,HU23,Dél-Dunántúl,Total,Total,Number,931215,b
2018,2018,BG33,Severoiztochen,Total,Total,Number,933705,
2006,2006,BG31,Severozapaden,Total,Total,Number,934755,
1992,1992,CH03,Nordwestschweiz,Total,Total,Number,934798,
2009,2009,SI04,Zahodna Slovenija,Total,Total,Number,936526,
2005,2005,BG32,Severen tsentralen,Total,Total,Number,938073,
2011,2011,NO03,Sør-Østlandet,Total,Total,Number,938827,
2017,2017,BG33,Severoiztochen,Total,Total,Number,939262,
2005,2005,ES53,Illes Balears,Total,Total,Number,940121,
2011,2011,HU23,Dél-Dunántúl,Total,Total,Number,940585,
1997,1997,NO01,Oslo og Akershus,Total,Total,Number,941089,
1993,1993,CH03,Nordwestschweiz,Total,Total,Number,941764,
2016,2016,BG33,Severoiztochen,Total,Total,Number,944458,
2015,2015,UKM9,Southern Scotland,Total,Total,Number,944507,
2014,2014,UKM9,Southern Scotland,Total,Total,Number,944842,
2016,2016,UKM9,Southern Scotland,Total,Total,Number,945233,
2013,2013,UKM9,Southern Scotland,Total,Total,Number,945666,
2017,2017,UKM9,Southern Scotland,Total,Total,Number,946372,
2012,2012,UKM9,Southern Scotland,Total,Total,Number,946492,
2018,2018,UKM9,Southern Scotland,Total,Total,Number,946837,
2010,2010,SI04,Zahodna Slovenija,Total,Total,Number,947302,
2010,2010,HU23,Dél-Dunántúl,Total,Total,Number,947986,
1996,1996,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,948122,
1996,1996,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,948122,
2018,2018,PL52,Opolskie,Total,Total,Number,948808,
1994,1994,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,949070,
1994,1994,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,949070,
2015,2015,BG33,Severoiztochen,Total,Total,Number,949957,
2012,2012,NO03,Sør-Østlandet,Total,Total,Number,949963,
1993,1993,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,950339,
1993,1993,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,950339,
1997,1997,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,950597,
1997,1997,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,950597,
2017,2017,PL52,Opolskie,Total,Total,Number,950710,
1992,1992,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,951217,
1992,1992,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,951217,
1994,1994,CH03,Nordwestschweiz,Total,Total,Number,951258,
1995,1995,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,951580,
1995,1995,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,951580,
2011,2011,SI04,Zahodna Slovenija,Total,Total,Number,951683,
2004,2004,BG32,Severen tsentralen,Total,Total,Number,952025,
2016,2016,PL52,Opolskie,Total,Total,Number,952557,
2009,2009,HU23,Dél-Dunántúl,Total,Total,Number,952982,
1998,1998,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,953175,
1998,1998,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,953175,
1998,1998,NO01,Oslo og Akershus,Total,Total,Number,953183,
2005,2005,BG31,Severozapaden,Total,Total,Number,954395,
1999,1999,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,954460,
1999,1999,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,954460,
2014,2014,BG33,Severoiztochen,Total,Total,Number,954536,
2012,2012,SI04,Zahodna Slovenija,Total,Total,Number,956300,
2015,2015,PL52,Opolskie,Total,Total,Number,956913,
2013,2013,BG33,Severoiztochen,Total,Total,Number,957460,
2000,2000,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,959318,
2000,2000,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,959318,
2008,2008,HU23,Dél-Dunántúl,Total,Total,Number,960088,
2014,2014,PL52,Opolskie,Total,Total,Number,960226,
1991,1991,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,960324,
1991,1991,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,960324,
2013,2013,NO03,Sør-Østlandet,Total,Total,Number,960653,
2013,2013,SI04,Zahodna Slovenija,Total,Total,Number,961623,
2012,2012,BG33,Severoiztochen,Total,Total,Number,961965,
1990,1990,BE24,Prov. Vlaams-Brabant,Total,Total,Number,963283,
1999,1999,NO01,Oslo og Akershus,Total,Total,Number,963431,
1990,1990,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,964385,
1990,1990,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,964385,
2001,2001,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,964405,
2001,2001,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,964405,
2013,2013,PL52,Opolskie,Total,Total,Number,966167,
2011,2011,BG33,Severoiztochen,Total,Total,Number,966328,
2014,2014,SI04,Zahodna Slovenija,Total,Total,Number,966376,
2011,2011,DED5,Leipzig,Total,Total,Number,966434,b
2003,2003,BG32,Severen tsentralen,Total,Total,Number,966969,
2007,2007,HU23,Dél-Dunántúl,Total,Total,Number,967677,
2015,2015,SI04,Zahodna Slovenija,Total,Total,Number,969329,
1997,1997,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,969402,
2014,2014,NO03,Sør-Østlandet,Total,Total,Number,969415,
2012,2012,PL52,Opolskie,Total,Total,Number,969541,
2006,2006,ES53,Illes Balears,Total,Total,Number,970294,
2006,2006,HU23,Dél-Dunántúl,Total,Total,Number,970700,
1991,1991,BE24,Prov. Vlaams-Brabant,Total,Total,Number,970985,
1991,1991,CH05,Ostschweiz,Total,Total,Number,971013,
2012,2012,DED5,Leipzig,Total,Total,Number,971030,
1995,1995,CH03,Nordwestschweiz,Total,Total,Number,971427,
2010,2010,BG33,Severoiztochen,Total,Total,Number,971932,
2016,2016,SI04,Zahodna Slovenija,Total,Total,Number,971995,
2011,2011,PL52,Opolskie,Total,Total,Number,972986,
2004,2004,BG31,Severozapaden,Total,Total,Number,973553,
1990,1990,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,973960,
2000,2000,NO01,Oslo og Akershus,Total,Total,Number,974519,
2017,2017,SI04,Zahodna Slovenija,Total,Total,Number,974736,
2010,2010,PL52,Opolskie,Total,Total,Number,975283,b
1998,1998,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,975844,
2009,2009,BG33,Severoiztochen,Total,Total,Number,976062,
2015,2015,NO03,Sør-Østlandet,Total,Total,Number,976682,
1992,1992,BE24,Prov. Vlaams-Brabant,Total,Total,Number,976956,
1996,1996,CH03,Nordwestschweiz,Total,Total,Number,976977,
2018,2018,SI04,Zahodna Slovenija,Total,Total,Number,977163,
2005,2005,HU23,Dél-Dunántúl,Total,Total,Number,977465,
2002,2002,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,978384,
2002,2002,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,978384,
2013,2013,DED5,Leipzig,Total,Total,Number,978674,
1997,1997,CH03,Nordwestschweiz,Total,Total,Number,980489,
2001,2001,NO01,Oslo og Akershus,Total,Total,Number,980714,
2008,2008,BG33,Severoiztochen,Total,Total,Number,981143,
1990,1990,DE72,Gießen,Total,Total,Number,981501,
1998,1998,CH03,Nordwestschweiz,Total,Total,Number,982386,
2002,2002,BG32,Severen tsentralen,Total,Total,Number,982500,
1993,1993,BE24,Prov. Vlaams-Brabant,Total,Total,Number,982943,
2017,2017,HU22,Nyugat-Dunántúl,Total,Total,Number,983251,
1999,1999,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,983495,
2004,2004,HU23,Dél-Dunántúl,Total,Total,Number,983612,
1999,1999,CH03,Nordwestschweiz,Total,Total,Number,983728,
2015,2015,HU22,Nyugat-Dunántúl,Total,Total,Number,983925,
2016,2016,HU22,Nyugat-Dunántúl,Total,Total,Number,983933,
2012,2012,HU22,Nyugat-Dunántúl,Total,Total,Number,984399,b
2014,2014,HU22,Nyugat-Dunántúl,Total,Total,Number,984521,
2016,2016,NO03,Sør-Østlandet,Total,Total,Number,984764,
2013,2013,HU22,Nyugat-Dunántúl,Total,Total,Number,985279,
2018,2018,HU22,Nyugat-Dunántúl,Total,Total,Number,985457,
2007,2007,BG33,Severoiztochen,Total,Total,Number,986125,
2014,2014,DED5,Leipzig,Total,Total,Number,986504,
2000,2000,CH03,Nordwestschweiz,Total,Total,Number,987699,
2015,2015,DEC,Saarland,Total,Total,Number,989035,
2015,2015,Dec-00,Saarland,Total,Total,Number,989035,
1994,1994,BE24,Prov. Vlaams-Brabant,Total,Total,Number,989252,
2003,2003,HU23,Dél-Dunántúl,Total,Total,Number,989408,
2002,2002,NO01,Oslo og Akershus,Total,Total,Number,989914,
2014,2014,DEC,Saarland,Total,Total,Number,990718,
2014,2014,Dec-00,Saarland,Total,Total,Number,990718,
2006,2006,BG33,Severoiztochen,Total,Total,Number,991217,
1990,1990,DE23,Oberpfalz,Total,Total,Number,991309,
2001,2001,CH03,Nordwestschweiz,Total,Total,Number,992009,
2003,2003,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,992041,
2003,2003,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,992041,
1992,1992,CH05,Ostschweiz,Total,Total,Number,992243,
2017,2017,NO03,Sør-Østlandet,Total,Total,Number,992962,
2002,2002,HU23,Dél-Dunántúl,Total,Total,Number,993466,
2003,2003,BG31,Severozapaden,Total,Total,Number,993778,
2018,2018,DEC,Saarland,Total,Total,Number,994187,
2018,2018,Dec-00,Saarland,Total,Total,Number,994187,
2013,2013,DEC,Saarland,Total,Total,Number,994287,
2013,2013,Dec-00,Saarland,Total,Total,Number,994287,
1991,1991,PL43,Lubuskie,Total,Total,Number,994440,
2011,2011,HU22,Nyugat-Dunántúl,Total,Total,Number,994698,
1995,1995,BE24,Prov. Vlaams-Brabant,Total,Total,Number,995266,
2016,2016,DEC,Saarland,Total,Total,Number,995597,
2016,2016,Dec-00,Saarland,Total,Total,Number,995597,
2000,2000,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,996005,
1991,1991,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,996348,
2010,2010,HU22,Nyugat-Dunántúl,Total,Total,Number,996390,
2005,2005,BG33,Severoiztochen,Total,Total,Number,996533,
2017,2017,DEC,Saarland,Total,Total,Number,996651,
2017,2017,Dec-00,Saarland,Total,Total,Number,996651,
2001,2001,HU23,Dél-Dunántúl,Total,Total,Number,997671,
2002,2002,CH03,Nordwestschweiz,Total,Total,Number,997850,
2012,2012,DEC,Saarland,Total,Total,Number,997855,
2012,2012,Dec-00,Saarland,Total,Total,Number,997855,
2008,2008,HU22,Nyugat-Dunántúl,Total,Total,Number,997939,
2009,2009,HU22,Nyugat-Dunántúl,Total,Total,Number,998187,
1990,1990,BE33,Prov. Liège,Total,Total,Number,998213,
1992,1992,PL43,Lubuskie,Total,Total,Number,998630,
2015,2015,DED5,Leipzig,Total,Total,Number,999168,
1996,1996,BE24,Prov. Vlaams-Brabant,Total,Total,Number,999186,
2007,2007,HU22,Nyugat-Dunántúl,Total,Total,Number,999361,
2018,2018,NO03,Sør-Østlandet,Total,Total,Number,999639,
2000,2000,HU23,Dél-Dunántúl,Total,Total,Number,999690,
2004,2004,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,999899,
2004,2004,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,999899,
2006,2006,HU22,Nyugat-Dunántúl,Total,Total,Number,1000142,
2005,2005,HU22,Nyugat-Dunántúl,Total,Total,Number,1000348,
2003,2003,NO01,Oslo og Akershus,Total,Total,Number,1000684,
1991,1991,BE33,Prov. Liège,Total,Total,Number,1000696,
2004,2004,BG33,Severoiztochen,Total,Total,Number,1001647,
2011,2011,DEC,Saarland,Total,Total,Number,1001879,b
2011,2011,Dec-00,Saarland,Total,Total,Number,1001879,b
1999,1999,HU23,Dél-Dunántúl,Total,Total,Number,1002651,
2002,2002,HU22,Nyugat-Dunántúl,Total,Total,Number,1002959,
2004,2004,HU22,Nyugat-Dunántúl,Total,Total,Number,1003185,
1991,1991,DE72,Gießen,Total,Total,Number,1003269,
2001,2001,HU22,Nyugat-Dunántúl,Total,Total,Number,1003854,
2018,2018,PL43,Lubuskie,Total,Total,Number,1004127,
2003,2003,HU22,Nyugat-Dunántúl,Total,Total,Number,1004328,
2000,2000,HU22,Nyugat-Dunántúl,Total,Total,Number,1004598,
1997,1997,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1004692,
1993,1993,PL43,Lubuskie,Total,Total,Number,1004721,
2017,2017,PL43,Lubuskie,Total,Total,Number,1004892,
2016,2016,PL43,Lubuskie,Total,Total,Number,1005159,
2007,2007,ES53,Illes Balears,Total,Total,Number,1005181,
1993,1993,CH05,Ostschweiz,Total,Total,Number,1005266,
2003,2003,CH03,Nordwestschweiz,Total,Total,Number,1005450,
1998,1998,HU23,Dél-Dunántúl,Total,Total,Number,1005560,
1999,1999,HU22,Nyugat-Dunántúl,Total,Total,Number,1005942,
1992,1992,BE33,Prov. Liège,Total,Total,Number,1006081,
1991,1991,HU22,Nyugat-Dunántúl,Total,Total,Number,1006535,
2005,2005,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1006749,
2005,2005,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1006749,
1990,1990,HU22,Nyugat-Dunántúl,Total,Total,Number,1006781,
2015,2015,PL43,Lubuskie,Total,Total,Number,1007442,
2003,2003,BG33,Severoiztochen,Total,Total,Number,1007579,
1998,1998,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1007882,
1997,1997,HU23,Dél-Dunántúl,Total,Total,Number,1007928,
2000,2000,PL43,Lubuskie,Total,Total,Number,1007967,
1994,1994,PL43,Lubuskie,Total,Total,Number,1007983,
1998,1998,HU22,Nyugat-Dunántúl,Total,Total,Number,1008032,
2003,2003,PL43,Lubuskie,Total,Total,Number,1008196,
2001,2001,PL43,Lubuskie,Total,Total,Number,1008472,
2008,2008,PL43,Lubuskie,Total,Total,Number,1008481,
2007,2007,PL43,Lubuskie,Total,Total,Number,1008520,
2014,2014,PL43,Lubuskie,Total,Total,Number,1008564,
1994,1994,HU22,Nyugat-Dunántúl,Total,Total,Number,1008657,
2004,2004,PL43,Lubuskie,Total,Total,Number,1008786,
2009,2009,PL43,Lubuskie,Total,Total,Number,1008962,
2002,2002,PL43,Lubuskie,Total,Total,Number,1008983,
1991,1991,DE23,Oberpfalz,Total,Total,Number,1009017,
2005,2005,PL43,Lubuskie,Total,Total,Number,1009168,
2006,2006,PL43,Lubuskie,Total,Total,Number,1009198,
1997,1997,HU22,Nyugat-Dunántúl,Total,Total,Number,1009267,
1993,1993,HU22,Nyugat-Dunántúl,Total,Total,Number,1009312,
1992,1992,HU22,Nyugat-Dunántúl,Total,Total,Number,1009551,
2010,2010,PL43,Lubuskie,Total,Total,Number,1009605,b
2001,2001,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,1010395,
2012,2012,PL43,Lubuskie,Total,Total,Number,1010421,
2004,2004,NO01,Oslo og Akershus,Total,Total,Number,1010504,
2013,2013,PL43,Lubuskie,Total,Total,Number,1010582,
1995,1995,HU22,Nyugat-Dunántúl,Total,Total,Number,1010586,
1996,1996,HU22,Nyugat-Dunántúl,Total,Total,Number,1010606,
1996,1996,HU23,Dél-Dunántúl,Total,Total,Number,1010644,
2011,2011,PL43,Lubuskie,Total,Total,Number,1010700,
1992,1992,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1010932,
1993,1993,BE33,Prov. Liège,Total,Total,Number,1011368,
1999,1999,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1011588,
2004,2004,CH03,Nordwestschweiz,Total,Total,Number,1011729,
1995,1995,PL43,Lubuskie,Total,Total,Number,1012045,
1995,1995,HU23,Dél-Dunántúl,Total,Total,Number,1013057,
1996,1996,BE33,Prov. Liège,Total,Total,Number,1013729,
2002,2002,BG33,Severoiztochen,Total,Total,Number,1013873,
1996,1996,PL43,Lubuskie,Total,Total,Number,1014591,
1994,1994,HU23,Dél-Dunántúl,Total,Total,Number,1014616,
1994,1994,BE33,Prov. Liège,Total,Total,Number,1014689,
2000,2000,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1014704,
1997,1997,BE33,Prov. Liège,Total,Total,Number,1014941,
1995,1995,BE33,Prov. Liège,Total,Total,Number,1015007,
2002,2002,BG31,Severozapaden,Total,Total,Number,1015303,
1990,1990,NL31,Utrecht,Total,Total,Number,1015515,
1993,1993,HU23,Dél-Dunántúl,Total,Total,Number,1015653,
1992,1992,DE72,Gießen,Total,Total,Number,1016070,
2008,2008,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1016484,
2016,2016,DED5,Leipzig,Total,Total,Number,1016485,
1991,1991,HU23,Dél-Dunántúl,Total,Total,Number,1016707,
1998,1998,BE33,Prov. Liège,Total,Total,Number,1016762,
1992,1992,HU23,Dél-Dunántúl,Total,Total,Number,1016786,
1990,1990,HU23,Dél-Dunántúl,Total,Total,Number,1017025,
2005,2005,CH03,Nordwestschweiz,Total,Total,Number,1017180,
1994,1994,CH05,Ostschweiz,Total,Total,Number,1017546,
1997,1997,PL43,Lubuskie,Total,Total,Number,1017596,
2001,2001,BG33,Severoiztochen,Total,Total,Number,1017848,
1992,1992,UKL2,East Wales,Total,Total,Number,1018200,
1999,1999,BE33,Prov. Liège,Total,Total,Number,1018259,
2001,2001,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1018403,
2006,2006,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1018804,
2006,2006,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1018804,
1993,1993,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1019007,
2012,2012,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1019425,
2000,2000,BE33,Prov. Liège,Total,Total,Number,1019442,
2015,2015,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1019534,
2001,2001,BE33,Prov. Liège,Total,Total,Number,1020042,
2013,2013,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1020108,
1998,1998,PL43,Lubuskie,Total,Total,Number,1020345,
1992,1992,DE23,Oberpfalz,Total,Total,Number,1020423,
1990,1990,NL21,Overijssel,Total,Total,Number,1020424,
2009,2009,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1020767,
2014,2014,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1020957,
2006,2006,CH03,Nordwestschweiz,Total,Total,Number,1021034,
1993,1993,UKL2,East Wales,Total,Total,Number,1021400,
1999,1999,PL43,Lubuskie,Total,Total,Number,1022521,
2010,2010,DEC,Saarland,Total,Total,Number,1022585,
2010,2010,Dec-00,Saarland,Total,Total,Number,1022585,
2002,2002,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1022821,
2014,2014,DE72,Gießen,Total,Total,Number,1023150,
2013,2013,DE72,Gießen,Total,Total,Number,1023277,
2002,2002,UKI3,Inner London - West,Total,Total,Number,1023389,
2016,2016,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1023593,
2005,2005,NO01,Oslo og Akershus,Total,Total,Number,1024064,
2002,2002,BE33,Prov. Liège,Total,Total,Number,1024130,
1994,1994,UKL2,East Wales,Total,Total,Number,1024200,
2012,2012,DE72,Gießen,Total,Total,Number,1025525,
2003,2003,BE33,Prov. Liège,Total,Total,Number,1025842,
2000,2000,BG33,Severoiztochen,Total,Total,Number,1026019,
1991,1991,NL21,Overijssel,Total,Total,Number,1026325,
2007,2007,CH03,Nordwestschweiz,Total,Total,Number,1026801,
2010,2010,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1026825,
1991,1991,NL31,Utrecht,Total,Total,Number,1026841,
2011,2011,DE72,Gießen,Total,Total,Number,1027159,b
1994,1994,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1027223,
1995,1995,UKL2,East Wales,Total,Total,Number,1027300,
2017,2017,DED5,Leipzig,Total,Total,Number,1027484,
1995,1995,CH05,Ostschweiz,Total,Total,Number,1027485,
2018,2018,ES12,Principado de Asturias,Total,Total,Number,1027624,
2003,2003,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1027839,
2015,2015,DE72,Gießen,Total,Total,Number,1029020,
2004,2004,BE33,Prov. Liège,Total,Total,Number,1029605,
2009,2009,DEC,Saarland,Total,Total,Number,1030324,
2009,2009,Dec-00,Saarland,Total,Total,Number,1030324,
