"TIME","GEO","GEO_LABEL","UNIT","Value","Flag and Footnotes"
"2000","CZ0","Cesko","Purchasing power standard (PPS) per inhabitant","14,200",""
"2000","CZ01","Praha","Purchasing power standard (PPS) per inhabitant","27,900",""
"2000","CZ02","Strední Cechy","Purchasing power standard (PPS) per inhabitant","14,200",""
"2000","CZ03","Jihozápad","Purchasing power standard (PPS) per inhabitant","13,300",""
"2000","CZ04","Severozápad","Purchasing power standard (PPS) per inhabitant","11,800",""
"2000","CZ05","Severovýchod","Purchasing power standard (PPS) per inhabitant","12,700",""
"2000","CZ06","Jihovýchod","Purchasing power standard (PPS) per inhabitant","12,400",""
"2000","CZ07","Strední Morava","Purchasing power standard (PPS) per inhabitant","11,400",""
"2000","CZ08","Moravskoslezsko","Purchasing power standard (PPS) per inhabitant","10,900",""
"2000","DK","Denmark","Purchasing power standard (PPS) per inhabitant","25,100",""
"2000","DK0","Danmark","Purchasing power standard (PPS) per inhabitant","24,400",""
"2000","DK01","Hovedstaden","Purchasing power standard (PPS) per inhabitant","30,500",""
"2000","DK02","Sjælland","Purchasing power standard (PPS) per inhabitant","17,900",""
"2000","DK03","Syddanmark","Purchasing power standard (PPS) per inhabitant","22,500",""
"2000","DK04","Midtjylland","Purchasing power standard (PPS) per inhabitant","23,300",""
"2000","DK05","Nordjylland","Purchasing power standard (PPS) per inhabitant","21,700",""
"2000","DKZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","DKZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","DE","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per inhabitant","24,100",""
"2000","DE1","Baden-Württemberg","Purchasing power standard (PPS) per inhabitant","27,700","e"
"2000","DE11","Stuttgart","Purchasing power standard (PPS) per inhabitant","31,000","e"
"2000","DE12","Karlsruhe","Purchasing power standard (PPS) per inhabitant","27,500","e"
"2000","DE13","Freiburg","Purchasing power standard (PPS) per inhabitant","23,800","e"
"2000","DE14","Tübingen","Purchasing power standard (PPS) per inhabitant","25,100","e"
"2000","DE2","Bayern","Purchasing power standard (PPS) per inhabitant","27,400","e"
"2000","DE21","Oberbayern","Purchasing power standard (PPS) per inhabitant","35,800","e"
"2000","DE22","Niederbayern","Purchasing power standard (PPS) per inhabitant","21,600","e"
"2000","DE23","Oberpfalz","Purchasing power standard (PPS) per inhabitant","22,900","e"
"2000","DE24","Oberfranken","Purchasing power standard (PPS) per inhabitant","21,000","e"
"2000","DE25","Mittelfranken","Purchasing power standard (PPS) per inhabitant","26,200","e"
"2000","DE26","Unterfranken","Purchasing power standard (PPS) per inhabitant","23,200","e"
"2000","DE27","Schwaben","Purchasing power standard (PPS) per inhabitant","23,200","e"
"2000","DE3","Berlin","Purchasing power standard (PPS) per inhabitant","24,000","e"
"2000","DE30","Berlin","Purchasing power standard (PPS) per inhabitant","24,000","e"
"2000","DE4","Brandenburg","Purchasing power standard (PPS) per inhabitant","16,000","e"
"2000","DE40","Brandenburg","Purchasing power standard (PPS) per inhabitant","16,000","e"
"2000","DE5","Bremen","Purchasing power standard (PPS) per inhabitant","31,400","e"
"2000","DE50","Bremen","Purchasing power standard (PPS) per inhabitant","31,400","e"
"2000","DE6","Hamburg","Purchasing power standard (PPS) per inhabitant","43,300","e"
"2000","DE60","Hamburg","Purchasing power standard (PPS) per inhabitant","43,300","e"
"2000","DE7","Hessen","Purchasing power standard (PPS) per inhabitant","30,000","e"
"2000","DE71","Darmstadt","Purchasing power standard (PPS) per inhabitant","35,200","e"
"2000","DE72","Gießen","Purchasing power standard (PPS) per inhabitant","21,400","e"
"2000","DE73","Kassel","Purchasing power standard (PPS) per inhabitant","22,000","e"
"2000","DE8","Mecklenburg-Vorpommern","Purchasing power standard (PPS) per inhabitant","15,300","e"
"2000","DE80","Mecklenburg-Vorpommern","Purchasing power standard (PPS) per inhabitant","15,300","e"
"2000","DE9","Niedersachsen","Purchasing power standard (PPS) per inhabitant","21,700","e"
"2000","DE91","Braunschweig","Purchasing power standard (PPS) per inhabitant","24,000","e"
"2000","DE92","Hannover","Purchasing power standard (PPS) per inhabitant","23,900","e"
"2000","DE93","Lüneburg","Purchasing power standard (PPS) per inhabitant","17,300","e"
"2000","DE94","Weser-Ems","Purchasing power standard (PPS) per inhabitant","21,200","e"
"2000","DEA","Nordrhein-Westfalen","Purchasing power standard (PPS) per inhabitant","24,300","e"
"2000","DEA1","Düsseldorf","Purchasing power standard (PPS) per inhabitant","26,300","e"
"2000","DEA2","Köln","Purchasing power standard (PPS) per inhabitant","27,600","e"
"2000","DEA3","Münster","Purchasing power standard (PPS) per inhabitant","20,300","e"
"2000","DEA4","Detmold","Purchasing power standard (PPS) per inhabitant","23,400","e"
"2000","DEA5","Arnsberg","Purchasing power standard (PPS) per inhabitant","21,000","e"
"2000","DEB","Rheinland-Pfalz","Purchasing power standard (PPS) per inhabitant","21,600","e"
"2000","DEB1","Koblenz","Purchasing power standard (PPS) per inhabitant","20,500","e"
"2000","DEB2","Trier","Purchasing power standard (PPS) per inhabitant","18,500","e"
"2000","DEB3","Rheinhessen-Pfalz","Purchasing power standard (PPS) per inhabitant","23,300","e"
"2000","DEC","Saarland","Purchasing power standard (PPS) per inhabitant","22,100","e"
"2000","DEC0","Saarland","Purchasing power standard (PPS) per inhabitant","22,100","e"
"2000","DED","Sachsen","Purchasing power standard (PPS) per inhabitant","15,900","e"
"2000","DED2","Dresden","Purchasing power standard (PPS) per inhabitant","16,200","e"
"2000","DED4","Chemnitz","Purchasing power standard (PPS) per inhabitant","14,900","e"
"2000","DED5","Leipzig","Purchasing power standard (PPS) per inhabitant","17,200","e"
"2000","DEE","Sachsen-Anhalt","Purchasing power standard (PPS) per inhabitant","15,000","e"
"2000","DEE0","Sachsen-Anhalt","Purchasing power standard (PPS) per inhabitant","15,000","e"
"2000","DEF","Schleswig-Holstein","Purchasing power standard (PPS) per inhabitant","21,500","e"
"2000","DEF0","Schleswig-Holstein","Purchasing power standard (PPS) per inhabitant","21,500","e"
"2000","DEG","Thüringen","Purchasing power standard (PPS) per inhabitant","15,200","e"
"2000","DEG0","Thüringen","Purchasing power standard (PPS) per inhabitant","15,200","e"
"2000","EE","Estonia","Purchasing power standard (PPS) per inhabitant","8,200",""
"2000","EE0","Eesti","Purchasing power standard (PPS) per inhabitant","8,200",""
"2000","EE00","Eesti","Purchasing power standard (PPS) per inhabitant","8,200",""
"2000","IE","Ireland","Purchasing power standard (PPS) per inhabitant","26,500",""
"2000","IE0","Éire/Ireland","Purchasing power standard (PPS) per inhabitant","26,500",""
"2000","IE04","Northern and Western","Purchasing power standard (PPS) per inhabitant","17,900",""
"2000","IE05","Southern","Purchasing power standard (PPS) per inhabitant","25,100",""
"2000","IE06","Eastern and Midland","Purchasing power standard (PPS) per inhabitant","30,700",""
"2000","EL","Greece","Purchasing power standard (PPS) per inhabitant","17,100",""
"2000","EL5","Voreia Ellada","Purchasing power standard (PPS) per inhabitant","13,900",""
"2000","EL51","Anatoliki Makedonia, Thraki","Purchasing power standard (PPS) per inhabitant","13,200",""
"2000","EL52","Kentriki Makedonia","Purchasing power standard (PPS) per inhabitant","14,100",""
"2000","EL53","Dytiki Makedonia","Purchasing power standard (PPS) per inhabitant","14,800",""
"2000","EL54","Ipeiros","Purchasing power standard (PPS) per inhabitant","13,100",""
"2000","EL6","Kentriki Ellada","Purchasing power standard (PPS) per inhabitant","14,600",""
"2000","EL61","Thessalia","Purchasing power standard (PPS) per inhabitant","13,200",""
"2000","EL62","Ionia Nisia","Purchasing power standard (PPS) per inhabitant","17,200",""
"2000","EL63","Dytiki Ellada","Purchasing power standard (PPS) per inhabitant","12,800",""
"2000","EL64","Sterea Ellada","Purchasing power standard (PPS) per inhabitant","18,300",""
"2000","EL65","Peloponnisos","Purchasing power standard (PPS) per inhabitant","14,300",""
"2000","EL3","Attiki","Purchasing power standard (PPS) per inhabitant","21,600",""
"2000","EL30","Attiki","Purchasing power standard (PPS) per inhabitant","21,600",""
"2000","EL4","Nisia Aigaiou, Kriti","Purchasing power standard (PPS) per inhabitant","16,400",""
"2000","EL41","Voreio Aigaio","Purchasing power standard (PPS) per inhabitant","12,600",""
"2000","EL42","Notio Aigaio","Purchasing power standard (PPS) per inhabitant","20,400",""
"2000","EL43","Kriti","Purchasing power standard (PPS) per inhabitant","15,600",""
"2000","ES","Spain","Purchasing power standard (PPS) per inhabitant","18,900",""
"2000","ES1","Noroeste (ES)","Purchasing power standard (PPS) per inhabitant","15,400",""
"2000","ES11","Galicia","Purchasing power standard (PPS) per inhabitant","14,700",""
"2000","ES12","Principado de Asturias","Purchasing power standard (PPS) per inhabitant","15,900",""
"2000","ES13","Cantabria","Purchasing power standard (PPS) per inhabitant","17,700",""
"2000","ES2","Noreste (ES)","Purchasing power standard (PPS) per inhabitant","22,200",""
"2000","ES21","País Vasco","Purchasing power standard (PPS) per inhabitant","23,200",""
"2000","ES22","Comunidad Foral de Navarra","Purchasing power standard (PPS) per inhabitant","24,100",""
"2000","ES23","La Rioja","Purchasing power standard (PPS) per inhabitant","21,200",""
"2000","ES24","Aragón","Purchasing power standard (PPS) per inhabitant","19,800",""
"2000","ES3","Comunidad de Madrid","Purchasing power standard (PPS) per inhabitant","25,300",""
"2000","ES30","Comunidad de Madrid","Purchasing power standard (PPS) per inhabitant","25,300",""
"2000","ES4","Centro (ES)","Purchasing power standard (PPS) per inhabitant","15,300",""
"2000","ES41","Castilla y León","Purchasing power standard (PPS) per inhabitant","17,100",""
"2000","ES42","Castilla-la Mancha","Purchasing power standard (PPS) per inhabitant","14,700",""
"2000","ES43","Extremadura","Purchasing power standard (PPS) per inhabitant","12,000",""
"2000","ES5","Este (ES)","Purchasing power standard (PPS) per inhabitant","21,300",""
"2000","ES51","Cataluña","Purchasing power standard (PPS) per inhabitant","23,000",""
"2000","ES52","Comunidad Valenciana","Purchasing power standard (PPS) per inhabitant","18,000",""
"2000","ES53","Illes Balears","Purchasing power standard (PPS) per inhabitant","23,800",""
"2000","ES6","Sur (ES)","Purchasing power standard (PPS) per inhabitant","14,300",""
"2000","ES61","Andalucía","Purchasing power standard (PPS) per inhabitant","14,000",""
"2000","ES62","Región de Murcia","Purchasing power standard (PPS) per inhabitant","15,800",""
"2000","ES63","Ciudad Autónoma de Ceuta (ES)","Purchasing power standard (PPS) per inhabitant","17,000",""
"2000","ES64","Ciudad Autónoma de Melilla (ES)","Purchasing power standard (PPS) per inhabitant","16,700",""
"2000","ES7","Canarias (ES)","Purchasing power standard (PPS) per inhabitant","18,500",""
"2000","ES70","Canarias (ES)","Purchasing power standard (PPS) per inhabitant","18,500",""
"2000","ESZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","ESZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FR","France","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FR1","Île de France","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FR10","Île de France","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRB","Centre - Val de Loire","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRB0","Centre - Val de Loire","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRC","Bourgogne - Franche-Comté","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRC1","Bourgogne","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRC2","Franche-Comté","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRD","Normandie","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRD1","Basse-Normandie","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRD2","Haute-Normandie","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRE","Nord-Pas-de-Calais - Picardie","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRE1","Nord-Pas-de-Calais","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRE2","Picardie","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRF","Alsace - Champagne-Ardenne - Lorraine","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRF1","Alsace","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRF2","Champagne-Ardenne","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRF3","Lorraine","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRG","Pays-de-la-Loire","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRG0","Pays-de-la-Loire","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRH","Bretagne","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRH0","Bretagne","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRI","Aquitaine - Limousin - Poitou-Charentes","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRI1","Aquitaine","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRI2","Limousin","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRI3","Poitou-Charentes","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRJ","Languedoc-Roussillon - Midi-Pyrénées","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRJ1","Languedoc-Roussillon","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRJ2","Midi-Pyrénées","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRK","Auvergne - Rhône-Alpes","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRK1","Auvergne","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRK2","Rhône-Alpes","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRL","Provence-Alpes-Côte d'Azur","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRL0","Provence-Alpes-Côte d'Azur","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRM","Corse","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRM0","Corse","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRY","RUP FR - Régions ultrapériphériques françaises","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRY1","Guadeloupe","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRY2","Martinique","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRY3","Guyane","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRY4","La Réunion","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRY5","Mayotte","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","FRZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","HR","Croatia","Purchasing power standard (PPS) per inhabitant","9,700",""
"2000","HR0","Hrvatska","Purchasing power standard (PPS) per inhabitant","9,700",""
"2000","HR03","Jadranska Hrvatska","Purchasing power standard (PPS) per inhabitant","9,500",""
"2000","HR04","Kontinentalna Hrvatska","Purchasing power standard (PPS) per inhabitant","9,700",""
"2000","IT","Italy","Purchasing power standard (PPS) per inhabitant","23,700",""
"2000","ITC","Nord-Ovest","Purchasing power standard (PPS) per inhabitant","29,200",""
"2000","ITC1","Piemonte","Purchasing power standard (PPS) per inhabitant","25,700",""
"2000","ITC2","Valle d'Aosta/Vallée d'Aoste","Purchasing power standard (PPS) per inhabitant","31,400",""
"2000","ITC3","Liguria","Purchasing power standard (PPS) per inhabitant","25,100",""
"2000","ITC4","Lombardia","Purchasing power standard (PPS) per inhabitant","31,500",""
"2000","ITH","Nord-Est","Purchasing power standard (PPS) per inhabitant","28,200",""
"2000","ITH1","Provincia Autonoma di Bolzano/Bozen","Purchasing power standard (PPS) per inhabitant","34,100",""
"2000","ITH2","Provincia Autonoma di Trento","Purchasing power standard (PPS) per inhabitant","32,000",""
"2000","ITH3","Veneto","Purchasing power standard (PPS) per inhabitant","27,000",""
"2000","ITH4","Friuli-Venezia Giulia","Purchasing power standard (PPS) per inhabitant","25,600",""
"2000","ITH5","Emilia-Romagna","Purchasing power standard (PPS) per inhabitant","29,200",""
"2000","ITI","Centro (IT)","Purchasing power standard (PPS) per inhabitant","26,600",""
"2000","ITI1","Toscana","Purchasing power standard (PPS) per inhabitant","25,100",""
"2000","ITI2","Umbria","Purchasing power standard (PPS) per inhabitant","23,400",""
"2000","ITI3","Marche","Purchasing power standard (PPS) per inhabitant","22,500",""
"2000","ITI4","Lazio","Purchasing power standard (PPS) per inhabitant","29,400",""
"2000","ITF","Sud","Purchasing power standard (PPS) per inhabitant","16,100",""
"2000","ITF1","Abruzzo","Purchasing power standard (PPS) per inhabitant","20,800",""
"2000","ITF2","Molise","Purchasing power standard (PPS) per inhabitant","18,300",""
"2000","ITF3","Campania","Purchasing power standard (PPS) per inhabitant","15,800",""
"2000","ITF4","Puglia","Purchasing power standard (PPS) per inhabitant","15,600",""
"2000","ITF5","Basilicata","Purchasing power standard (PPS) per inhabitant","17,800",""
"2000","ITF6","Calabria","Purchasing power standard (PPS) per inhabitant","14,100",""
"2000","ITG","Isole","Purchasing power standard (PPS) per inhabitant","15,500",""
"2000","ITG1","Sicilia","Purchasing power standard (PPS) per inhabitant","15,100",""
"2000","ITG2","Sardegna","Purchasing power standard (PPS) per inhabitant","16,600",""
"2000","ITZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","ITZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","CY","Cyprus","Purchasing power standard (PPS) per inhabitant","18,700",""
"2000","CY0","Kypros","Purchasing power standard (PPS) per inhabitant","18,700",""
"2000","CY00","Kypros","Purchasing power standard (PPS) per inhabitant","18,700",""
"2000","LV","Latvia","Purchasing power standard (PPS) per inhabitant","7,000",""
"2000","LV0","Latvija","Purchasing power standard (PPS) per inhabitant","7,000",""
"2000","LV00","Latvija","Purchasing power standard (PPS) per inhabitant","7,000",""
"2000","LVZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","LVZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","LT","Lithuania","Purchasing power standard (PPS) per inhabitant","7,400",""
"2000","LT0","Lietuva","Purchasing power standard (PPS) per inhabitant","7,400",""
"2000","LT01","Sostines regionas","Purchasing power standard (PPS) per inhabitant","10,300",""
"2000","LT02","Vidurio ir vakaru Lietuvos regionas","Purchasing power standard (PPS) per inhabitant","6,500",""
"2000","LU","Luxembourg","Purchasing power standard (PPS) per inhabitant","48,400",""
"2000","LU0","Luxembourg","Purchasing power standard (PPS) per inhabitant","48,400",""
"2000","LU00","Luxembourg","Purchasing power standard (PPS) per inhabitant","48,400",""
"2000","HU","Hungary","Purchasing power standard (PPS) per inhabitant","10,400",""
"2000","HU1","Közép-Magyarország","Purchasing power standard (PPS) per inhabitant","16,000",""
"2000","HU11","Budapest","Purchasing power standard (PPS) per inhabitant","20,400",""
"2000","HU12","Pest","Purchasing power standard (PPS) per inhabitant","8,600",""
"2000","HU2","Dunántúl","Purchasing power standard (PPS) per inhabitant","9,900",""
"2000","HU21","Közép-Dunántúl","Purchasing power standard (PPS) per inhabitant","10,000",""
"2000","HU22","Nyugat-Dunántúl","Purchasing power standard (PPS) per inhabitant","11,900",""
"2000","HU23","Dél-Dunántúl","Purchasing power standard (PPS) per inhabitant","7,700",""
"2000","HU3","Alföld és Észak","Purchasing power standard (PPS) per inhabitant","7,000",""
"2000","HU31","Észak-Magyarország","Purchasing power standard (PPS) per inhabitant","6,600",""
"2000","HU32","Észak-Alföld","Purchasing power standard (PPS) per inhabitant","6,900",""
"2000","HU33","Dél-Alföld","Purchasing power standard (PPS) per inhabitant","7,600",""
"2000","HUZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","HUZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","MT","Malta","Purchasing power standard (PPS) per inhabitant","16,000",""
"2000","MT0","Malta","Purchasing power standard (PPS) per inhabitant","16,000",""
"2000","MT00","Malta","Purchasing power standard (PPS) per inhabitant","16,000",""
"2000","MTZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","MTZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","NL","Netherlands","Purchasing power standard (PPS) per inhabitant","27,900",""
"2000","NL1","Noord-Nederland","Purchasing power standard (PPS) per inhabitant","23,100",""
"2000","NL11","Groningen","Purchasing power standard (PPS) per inhabitant","29,800",""
"2000","NL12","Friesland (NL)","Purchasing power standard (PPS) per inhabitant","19,200",""
"2000","NL13","Drenthe","Purchasing power standard (PPS) per inhabitant","20,300",""
"2000","NL2","Oost-Nederland","Purchasing power standard (PPS) per inhabitant","22,900",""
"2000","NL21","Overijssel","Purchasing power standard (PPS) per inhabitant","22,400",""
"2000","NL22","Gelderland","Purchasing power standard (PPS) per inhabitant","23,400",""
"2000","NL23","Flevoland","Purchasing power standard (PPS) per inhabitant","21,100",""
"2000","NL3","West-Nederland","Purchasing power standard (PPS) per inhabitant","31,900",""
"2000","NL31","Utrecht","Purchasing power standard (PPS) per inhabitant","36,400",""
"2000","NL32","Noord-Holland","Purchasing power standard (PPS) per inhabitant","35,200",""
"2000","NL33","Zuid-Holland","Purchasing power standard (PPS) per inhabitant","29,200",""
"2000","NL34","Zeeland","Purchasing power standard (PPS) per inhabitant","20,400",""
"2000","NL4","Zuid-Nederland","Purchasing power standard (PPS) per inhabitant","26,000",""
"2000","NL41","Noord-Brabant","Purchasing power standard (PPS) per inhabitant","27,400",""
"2000","NL42","Limburg (NL)","Purchasing power standard (PPS) per inhabitant","23,200",""
"2000","NLZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","NLZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","AT","Austria","Purchasing power standard (PPS) per inhabitant","25,700",""
"2000","AT1","Ostösterreich","Purchasing power standard (PPS) per inhabitant","27,600",""
"2000","AT11","Burgenland (AT)","Purchasing power standard (PPS) per inhabitant","16,800",""
"2000","AT12","Niederösterreich","Purchasing power standard (PPS) per inhabitant","21,100",""
"2000","AT13","Wien","Purchasing power standard (PPS) per inhabitant","35,900",""
"2000","AT2","Südösterreich","Purchasing power standard (PPS) per inhabitant","21,900",""
"2000","AT21","Kärnten","Purchasing power standard (PPS) per inhabitant","21,300",""
"2000","AT22","Steiermark","Purchasing power standard (PPS) per inhabitant","22,200",""
"2000","AT3","Westösterreich","Purchasing power standard (PPS) per inhabitant","25,900",""
"2000","AT31","Oberösterreich","Purchasing power standard (PPS) per inhabitant","24,800",""
"2000","AT32","Salzburg","Purchasing power standard (PPS) per inhabitant","28,600",""
"2000","AT33","Tirol","Purchasing power standard (PPS) per inhabitant","25,900",""
"2000","AT34","Vorarlberg","Purchasing power standard (PPS) per inhabitant","26,400",""
"2000","ATZ","Extra-Regio NUTS 1","Purchasing power standard (PPS) per inhabitant",":",""
"2000","ATZZ","Extra-Regio NUTS 2","Purchasing power standard (PPS) per inhabitant",":",""
"2000","PL","Poland","Purchasing power standard (PPS) per inhabitant","9,300",""
"2000","PL2","Makroregion Poludniowy","Purchasing power standard (PPS) per inhabitant","9,300",""
"2000","PL21","Malopolskie","Purchasing power standard (PPS) per inhabitant","8,400",""
"2000","PL22","Slaskie","Purchasing power standard (PPS) per inhabitant","9,900",""
"2000","PL4","Makroregion Pólnocno-Zachodni","Purchasing power standard (PPS) per inhabitant","9,500",""
"2000","PL41","Wielkopolskie","Purchasing power standard (PPS) per inhabitant","10,000",""
"2000","PL42","Zachodniopomorskie","Purchasing power standard (PPS) per inhabitant","9,200",""
"2000","PL43","Lubuskie","Purchasing power standard (PPS) per inhabitant","8,300",""
"2000","PL5","Makroregion Poludniowo-Zachodni","Purchasing power standard (PPS) per inhabitant","9,100",""
"2000","PL51","Dolnoslaskie","Purchasing power standard (PPS) per inhabitant","9,600",""
"2000","PL52","Opolskie","Purchasing power standard (PPS) per inhabitant","7,800",""
"2000","PL6","Makroregion Pólnocny","Purchasing power standard (PPS) per inhabitant","8,400",""
"2000","PL61","Kujawsko-Pomorskie","Purchasing power standard (PPS) per inhabitant","8,400",""
"2000","PL62","Warminsko-Mazurskie","Purchasing power standard (PPS) per inhabitant","7,200",""
"2000","PL63","Pomorskie","Purchasing power standard (PPS) per inhabitant","9,200",""
"2000","PL7","Makroregion Centralny","Purchasing power standard (PPS) per inhabitant","7,900",""
"2000","PL71","Lódzkie","Purchasing power standard (PPS) per inhabitant","8,300",""
"2000","PL72","Swietokrzyskie","Purchasing power standard (PPS) per inhabitant","7,300",""
"2000","PL8","Makroregion Wschodni","Purchasing power standard (PPS) per inhabitant","6,800",""
"2000","PL81","Lubelskie","Purchasing power standard (PPS) per inhabitant","6,700",""
"2000","PL82","Podkarpackie","Purchasing power standard (PPS) per inhabitant","6,800",""
